URL,Headings,Paragraphs
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=36:kegalle-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"Dr. Shama Somawardana (Venereologist)STD Clinic, District General Hospital, Kegalle.+94 352 231 222This email address is being protected from spambots. You need JavaScript enabled to view it.  *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=35:kandy-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=34:kalutara-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=33:jaffna-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=32:hambantota-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=31:gampaha-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"*1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae,Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=30:galle-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"Dr. Vino Dharmakulasinghe(Acting Venereologist)STD Clinic, Base Hospital, Balapitiya.+94 913 094 667This email address is being protected from spambots. You need JavaScript enabled to view it.  *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=29:colombo-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," MaleTotal *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=28:batticaloa-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=27:badulla-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"*1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae,Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=125:history-of-std-aids-control-in-sri-lanka&catid=2&lang=en&Itemid=294,,"Control of venereal diseases (VD) in Sri Lanka dates back to few hundred years. History records that the first VD clinics were set up in 1886, in Colombo, Kandy and Galle. Even before that the Vagrance ordinance No 4 of 1841, the Contagious Disease Ordinance No 17 of 1867 and the Brothels Ordinance No5 of 1889 were passed in view of controlling venereal diseases. In 1878, Lock Wards were established in Colombo and Kandy to treat women. In 1920, late Sir Winston Churchill visited Ceylon and following this visit control measures were established in a more organized manner and the Ceylon National Council for the control of VD was established. In 1921, a clinic was opened in the Colombo Port for the benefit of sailors. In 1928, Ceylon was a signatory to the Brussels agreement to provide treatment for sailors. Since 1952, measures to control venereal diseases in Ceylon were the responsibility of the Anti VD Campaign. Control of venereal diseases were in existence for a nearly hundred years and in 1949, at the request of the Government of Ceylon, the World Health Organization made available to us the services of a venereal disease consultant, Professor George Leiby. Thereafter under the leadership of Dr S M Laird a venereal disease control team arrived in July 1951 to plan a coordinated programme for Sri Lanka and the Anti Venereal Disease Campaign was established in 1952. Apart from strengthening clinic services, the WHO team recommended certain strategies. Since 1952, routine prenatal and pre employment blood screening was introduced. In 1953, another routine examination that of blood testing of all admissions to the Eye Hospital Colombo was commenced. These strategies have helped in controlling venereal diseases in Ceylon. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
